Item No.,Description,Current Unit Cost (LCY),Item Replenishment System,Base Unit of Measure,Production BOM No.,Status,Type,No.,Description1,Quantity per,BOM Unit of Measure Code,Line Item Replenishment System,BOM Unit Cost (LCY)
2985,H58650-1-BLANK 220MM X 53MM X19MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
2986,VON GAHLEN INGOT 3%SB 560MM X 70MM X 65MM,0.00,Prod. Order,KG,2986,Under Development,Item,1816,ALLOY 3%SB,1.,KG,Prod. Order,0.00
2987,VON GAHLEN INGOT 4.5%SB TO 5.0%SB 560MM X 70MM X 65MM,0.00,Prod. Order,KG,2987,Certified,Item,1819,ALLOY 4.5%SB,1.,KG,Prod. Order,0.00
3014,JMT099 CAMERA PLATE ASEMBLY,0.00,Prod. Order,EA,3014,Under Development,Item,3015,JMT099 CAMERA PLATE ASEMBLY - BLANK 45MM X 370MM X 370MM,1.,EA,Prod. Order,0.00
3015,JMT099 CAMERA PLATE ASEMBLY - BLANK 45MM X 370MM X 370MM,0.00,Prod. Order,EA,3015,Under Development,Item,1817,ALLOY 4%SB,39.189,KG,Prod. Order,0.72
3016,JMT105 MIRROR LEAD SHIELD,0.00,Prod. Order,EA,3016,Under Development,Item,3017,JMT105 MIRROR LEAD SHIELD - BLANK 52MM X 245MM X 179MM,1.,EA,Prod. Order,0.00
3017,JMT105 MIRROR LEAD SHIELD - BLANK 52MM X 245MM X 179MM,0.00,Prod. Order,EA,3017,Under Development,Item,1817,ALLOY 4%SB,14.996,KG,Prod. Order,0.72
3018,JMT107 PRIMARY SHIELD LEAD ASSEMBLY,0.00,Prod. Order,EA,3018,Under Development,Item,3019,JMT107 PRIMARY SHIELD LEAD ASSEMBLY - BLANK 24MM X 600MM X 250MM,1.,EA,Prod. Order,0.00
3019,JMT107 PRIMARY SHIELD LEAD ASSEMBLY - BLANK 24MM X 600MM X 250MM,0.00,Prod. Order,EA,3019,Under Development,Item,1817,ALLOY 4%SB,22.946,KG,Prod. Order,0.72
3020,JMT112 LABYRINTH,0.00,Prod. Order,EA,3020,Under Development,Item,3021,JMT112 LABYRINTH - BLANK 140MM X 190MM X 190MM,1.,EA,Prod. Order,0.00
3021,JMT112 LABYRINTH - BLANK 140MM X 190MM X 190MM,0.00,Prod. Order,EA,3021,Under Development,Item,1817,ALLOY 4%SB,33.454,KG,Prod. Order,0.72
3022,JMT113 CAMERA LEAD SHIELD,0.00,Prod. Order,EA,3022,Under Development,Item,3023,JMT113 CAMERA LEAD SHIELD - BLANK 50MM X 370MM X 370MM,1.,EA,Prod. Order,0.00
3023,JMT113 CAMERA LEAD SHIELD - BLANK 50MM X 370MM X 370MM,0.00,Prod. Order,EA,3023,Under Development,Item,1817,ALLOY 4%SB,43.543,KG,Prod. Order,0.72
3024,JMT114 FRONT CAMERA LEAD,0.00,Prod. Order,EA,3024,Under Development,Item,3025,JMT114 FRONT CAMERA LEAD - BLANK 40MM X 370MM X 370MM,1.,EA,Prod. Order,0.00
3025,JMT114 FRONT CAMERA LEAD - BLANK 40MM X 370MM X 370MM,0.00,Prod. Order,EA,3025,Under Development,Item,1817,ALLOY 4%SB,34.835,KG,Prod. Order,0.72
3026,JMT130 LEAD DOWEL,0.00,Prod. Order,EA,3026,Under Development,Item,3027,JMT130 LEAD DOWEL - BLANK 25MM X 200MM X 25MM,1.,EA,Prod. Order,0.00
3027,JMT130 LEAD DOWEL - BLANK 25MM X 200MM X 25MM,0.00,Prod. Order,EA,3027,Under Development,Item,1817,ALLOY 4%SB,1.037,KG,Prod. Order,0.72
3028,LEAD 8%SB,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3029,LEAD 9%SB,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3030,LEAD BALLAST-SUPERCRAFT-KB956K2109-206,0.00,Prod. Order,EA,3030,Under Development,Item,1005,LEAD CHEMB,13.545,KG,Purchase,1.72
3031,LEAD BOBBIN 3.15MM,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3032,LEAD BOBBIN 3.7MM,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3033,LEAD BOBBIN 5.0MM,1.87,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3034,LEAD BOBBIN 7.0MM,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3035,LEAD BOBBIN CD11,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3036,LEAD BOBBIN CD3,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3037,LEAD BOBBIN CD7,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3039,LEAD CHEMB 0.65%AG,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3040,LEAD CHEMB PLATE,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3041,LEAD DM,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3042,LEAD FILL 2-4%SB LANDONS TRAYS DWG 340-1025-1 REV D,0.00,Prod. Order,EA,3042,Under Development,Item,1191,ALLOY 2%SB,800.875,KG,Prod. Order,1.79
3043,LEAD FILL 2-4%SB LANDONS TRAYS DWG 340-1030-1 REV D,0.00,Prod. Order,EA,3043,Under Development,Item,1191,ALLOY 2%SB,800.875,KG,Prod. Order,1.79
3044,LEAD FILL CHEMB STFC TRAYS DWG 2589-671,0.00,Prod. Order,EA,3044,Under Development,Item,1005,LEAD CHEMB,105.,KG,Purchase,1.72
3045,LEAD FILL CHEMB STFC TRAYS DWG 2589-673,0.00,Prod. Order,EA,3045,Under Development,Item,1005,LEAD CHEMB,209.,KG,Purchase,1.72
3046,LEAD FILL CHEMB STFC TRAYS DWG 2589-675,0.00,Prod. Order,EA,3046,Under Development,Item,1005,LEAD CHEMB,83.,KG,Purchase,1.72
3047,LEAD FILL CHEMB STFC TRAYS DWG 2589-677,0.00,Prod. Order,EA,3047,Under Development,Item,1005,LEAD CHEMB,204.,KG,Purchase,1.72
3048,LEAD SHIELDED HINGED DOORSET CD3 1600MM WIDE X 2100MM HIGH,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3049,LEAD SHOT 2MM,0.00,Purchase,KG,,New, ,,,0.,,Purchase,0.00
3050,LEAD WOOL,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3051,M16 SERRATED FLANGE NUT BZP,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3052,MARINE PLYWOOD 15MM X 1935MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3053,MDF 12MM X 2000MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3054,MDF 12MM X 2400MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3055,NEUTRON CAMERA PLUG DRG 01019523,0.00,Prod. Order,EA,3055,Under Development,Item,1297,LEAD CHEMA,2.,KG,Purchase,1.51
3056,NEUTRON CAMERA PLUG DRG 01019523,0.00,Prod. Order,EA,3056,Under Development,Item,3055,NEUTRON CAMERA PLUG DRG 01019523,1.,EA,Prod. Order,0.00
3057,PALLET - FULLY BOARDED 2 WAY - 1300MM X 800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3058,PALLET - FULLY BOARDED 2 WAY - 1500MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3059,PALLET - FULLY BOARDED 2 WAY - 1500MM X 800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3060,PALLET - FULLY BOARDED 2 WAY - 1580MM X 1450MM,38.52,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3061,PALLET - FULLY BOARDED 2 WAY - 1600MM X 1250MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3062,PALLET - FULLY BOARDED 2 WAY - 1600MM X 1300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3063,PALLET - FULLY BOARDED 2 WAY - 1600MM X 700MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3064,PALLET - FULLY BOARDED 2 WAY - 1600MM X 800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3065,PALLET - FULLY BOARDED 2 WAY - 1610MM X 800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3066,PALLET - FULLY BOARDED 2 WAY - 1650MM X 1300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3067,PALLET - FULLY BOARDED 2 WAY - 1700MM X 1550MM,43.61,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3068,PALLET - FULLY BOARDED 2 WAY - 1700MM X 800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3069,PALLET - FULLY BOARDED 2 WAY - 1800MM X 800MM,40.51,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3070,PALLET - FULLY BOARDED 2 WAY - 1900MM X 900MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3071,PALLET - FULLY BOARDED 2 WAY - 2000MM X 1450MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3072,PALLET - FULLY BOARDED 2 WAY - 2000MM X 800MM,48.48,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3073,PALLET - FULLY BOARDED 2 WAY - 2100MM X 1450MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3074,PALLET - FULLY BOARDED 2 WAY - 2100MM X 800MM,48.32,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3075,PALLET - FULLY BOARDED 2 WAY - 2100MM X 900MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3076,PALLET - FULLY BOARDED 2 WAY - 2200MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3077,PALLET - FULLY BOARDED 2 WAY - 2200MM X 1100MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3078,PALLET - FULLY BOARDED 2 WAY - 2200MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3079,PALLET - FULLY BOARDED 2 WAY - 2200MM X 800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3080,PALLET - FULLY BOARDED 2 WAY - 2300MM X 850MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3081,PALLET - FULLY BOARDED 2 WAY - 2400MM X 1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3082,PALLET - FULLY BOARDED 2 WAY - 2440MM X 800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3083,PALLET - FULLY BOARDED 2 WAY - 2500MM X 700MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3084,PALLET - FULLY BOARDED 2 WAY - 2600MM X 1400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3085,PALLET - FULLY BOARDED 2 WAY - 2600MM X 800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3086,PALLET - FULLY BOARDED 2 WAY - 2700MM X 800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3087,PALLET - FULLY BOARDED 2 WAY - 3000MM X 800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3088,PET POT BODY J0309,0.00,Prod. Order,EA,3088,Under Development,Item,1893,BLANK PET POT BODY J0309 - 4%SB 150X130X130,1.,EA,Prod. Order,0.00
3089,PET POT CAP J0311,0.00,Prod. Order,EA,3089,Under Development,Item,1894,BLANK PET POT CAP J0311 - 4%SB 60X50X50,1.,EA,Prod. Order,0.00
3090,PET POT LID J0310,0.00,Prod. Order,EA,3090,Under Development,Item,1895,BLANK PET POT LID J0310 - 4%SB 130X130X50,1.,EA,Prod. Order,0.00
3091,PLASTERBOARD 12.5MM X 3000MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3092,PLASTERBOARD 15.0MM X 3000MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3093,PLASTERBOARD BG SOUNDBLOC 15.0MM X 2400MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3094,PLASTERBOARD BRITISH GYPSUM 12.5MM X 3000MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3096,PLASTERBOARD BRITISH GYPSUM SOUNDBLOC 12.5MM X 3000MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3097,PLASTERBOARD FERMACELL 12.5MM X 2400MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3098,PLASTERBOARD FIREBOARD 12.5MM X 3000MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3099,PLASTERBOARD FIRELINE BOARD 15.0MM X 2400MM X 1200MM,13.99,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3100,PLASTERBOARD MEGADECO BOARD 15.0MM X 2400MM X 1200MM,0.00,Prod. Order,EA,3100,Under Development,Item,1314,PLASTERBOARD MEGADECO BOARD 15.0MM X 3000MM X 1200MM,1.,EA,Purchase,17.99
3101,PLASTERBOARD SINIAT DB 12.5MM X 2400MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3102,PLYWOOD 12MM X 1022MM X 566MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3103,PLYWOOD 12MM X 1022MM X 685MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3104,PLYWOOD 12MM X 1150MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3105,PLYWOOD 12MM X 1155MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3106,PLYWOOD 12MM X 1200MM X 400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3107,PLYWOOD 12MM X 1280MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3108,PLYWOOD 12MM X 1300MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3109,PLYWOOD 12MM X 1500MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3110,PLYWOOD 12MM X 1550MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3111,PLYWOOD 12MM X 1570MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3112,PLYWOOD 12MM X 1605MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3113,PLYWOOD 12MM X 1610MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3114,PLYWOOD 12MM X 1700MM X 650MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3115,PLYWOOD 12MM X 1750MM X 100MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3116,PLYWOOD 12MM X 1750MM X 499MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3117,PLYWOOD 12MM X 1800MM X 600MM,10.75,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3118,PLYWOOD 12MM X 1935MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3119,PLYWOOD 12MM X 2000MM X 400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3120,PLYWOOD 12MM X 2050MM X 930MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3121,PLYWOOD 12MM X 2085MM X 220MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3122,PLYWOOD 12MM X 2085MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3123,PLYWOOD 12MM X 2100MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3124,PLYWOOD 12MM X 2100MM X 400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3125,PLYWOOD 12MM X 2100MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3126,PLYWOOD 12MM X 2200MM X 400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3127,PLYWOOD 12MM X 2200MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3128,PLYWOOD 12MM X 2300MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3129,PLYWOOD 12MM X 2320MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3130,PLYWOOD 12MM X 2400MM X 428MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3131,PLYWOOD 12MM X 2400MM X 516MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3132,PLYWOOD 12MM X 2400MM X 536MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3133,PLYWOOD 12MM X 2440MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3134,PLYWOOD 12MM X 2500MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3135,PLYWOOD 12MM X 2700MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3136,PLYWOOD 12MM X 440MM X 440MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3137,PLYWOOD 12MM X 600MM X 550MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3138,PLYWOOD 12MM X 600MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3139,PLYWOOD 12MM X 685MM X 552MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3140,PLYWOOD 12MM X 688MM X 688MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3141,PLYWOOD 12MM X 718MM X 495MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3142,PLYWOOD 12MM X 718MM X 573MM,0.00,Prod. Order,EA,3142,Under Development,Item,3143,PLYWOOD 12MM X 800MM X 600MM,1.,EA,Purchase,0.00
3143,PLYWOOD 12MM X 800MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3144,PLYWOOD 12MM X 810MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3145,PLYWOOD 12MM X 850MM X 600MM,5.37,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3146,PLYWOOD 12MM X 900MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3147,PLYWOOD 12MM X 950MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3148,PLYWOOD 12MM X 990MM X 589MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3149,PLYWOOD 12MM X 992MM X 552MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3150,PLYWOOD 15MM X 1800MM X 100MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3151,PLYWOOD 15MM X 1800MM X 500MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3152,PLYWOOD 15MM X 1935MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3153,PLYWOOD 15MM X 2320MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3154,PLYWOOD 15MM X 2400MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3155,PLYWOOD 18MM X 1045MM X 530MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3156,PLYWOOD 18MM X 876MM X 750MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3157,PLYWOOD 25MM X 2400MM X 300MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3158,PLYWOOD 25MM X 2400MM X 428MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3159,PLYWOOD 25MM X 2440MM X 460MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3160,PLYWOOD 25MM X 2440MM X 536MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3161,PLYWOOD 25MM X 2440MM X 608MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3162,PLYWOOD 9MM X 1036MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3163,PLYWOOD 9MM X 1200MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3164,PLYWOOD 9MM X 2400MM X 1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3165,PLYWOOD 9MM X 2400MM X 460MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3166,PLYWOOD 9MM X 2400MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3167,PLYWOOD 9MM X 2440MM X 608MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3168,PLYWOOD 9MM X 407MM X 213MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3169,PLYWOOD 9MM X 422MM X 243MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3170,PLYWOOD 9MM X 487MM X 372MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3171,PLYWOOD 9MM X 502MM X 402MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3172,PLYWOOD 9MM X 672MM X 243MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3173,PLYWOOD 9MM X 672MM X 402MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3174,PLYWOOD 9MM X 672MM X 407MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3175,PLYWOOD 9MM X 672MM X 487MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3176,PLYWOOD 9MM X 699MM X 286MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3177,PLYWOOD 9MM X 699MM X 445MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3178,PLYWOOD 9MM X 718MM X 495MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3179,PLYWOOD 9MM X 718MM X 573MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3180,PLYWOOD 9MM X 990MM X 589MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3181,PLYWOOD INVERNIZZI POPLAR 9MM X 2440MM X 600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3182,POLYSTYRENE - BOLIDEN ANODES 5606 1240MM X 630MM X 11MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3183,RADIATION PROTECTIVE CUPBOARD PICTURE FRAME DOOR SET,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3184,RAYBLOC PROTECTIVE WINDOW CD4 - STRUCTURAL 1000X1900MM - GLASS 900X1800MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3185,RAYBLOC PROTECTIVE WINDOW CD4 - STRUCTURAL 1100X1500MM - GLASS 1000X1400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3186,RAYBLOC PROTECTIVE WINDOW CD4 - STRUCTURAL 1100X1600MM - GLASS 1000X1500MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3187,RAYBLOC PROTECTIVE WINDOW CD4 - STRUCTURAL 1900X1000MM - GLASS 1800X900MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3188,RAYBLOC PROTECTIVE WINDOW CD4 - STRUCTURAL 1900X1100MM - GLASS 1800X1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3189,RAYBLOC PROTECTIVE WINDOW CD4 - STRUCTURAL 30000X1000MM - GLASS 2900X900MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3190,RAYBLOC PROTECTIVE WINDOW CD5 - STRUCTURAL 1100X1000MM - GLASS 1000X900MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3191,RAYBLOC PROTECTIVE WINDOW CD5 - STRUCTURAL 1100X1220MM - GLASS 1000X1120MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3192,RAYBLOC PROTECTIVE WINDOW CD5 - STRUCTURAL 1100X1500MM - GLASS 1000X1400MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3193,RAYBLOC PROTECTIVE WINDOW CD5 - STRUCTURAL 3500X1100MM - GLASS 3400X1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3194,RAYBLOC PROTECTIVE WINDOW CD6 - STRUCTURAL 1100X1000MM - GLASS 1000X900MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3195,RAYBLOC PROTECTIVE WINDOW CD6 - STRUCTURAL 2000X1300MM - GLASS 1900X1200MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3196,RAYBLOC PROTECTIVE WINDOW CD6 - STRUCTURAL 2100X1100MM - GLASS 2000X1000MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3197,RAYBLOC RADIATION PROTECTIVE GLASS CD5 - GLASS 1000X600MM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3198,RAYBLOC RADIATION PROTECTIVE GLASS CD5 - GLASS 1140X975MM WITH MIRRORED FILM,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3199,RAYBLOC RADIATION PROTECTIVE GLASS CD5 - GLASS 1400X1000MM (GLASS THICKNESS: 7.5 - 9.0MM),0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3200,REPLACEMENT DOOR LEAF WITH FLUSH MOUNTED DOOR WARNING LIGHT INCLUDING BOTH ENGLISH & WELSH TEXT AS P,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3201,ROOF PLUG 130MM OD X 70MM - 4.0%SB OR LESS,0.00,Prod. Order,EA,3201,Under Development,Item,1817,ALLOY 4%SB,10.54,KG,Prod. Order,0.72
3202,ROUND BAR 50MM OD X 20MM THICK 1.0%SB,0.75,Prod. Order,EA,3202,Certified,Item,1680,50MM DIA SASH WEIGHT X 1500MM 1.0%SB,0.0142,EA,Prod. Order,106.64
3203,"S99.9% BACK, XRAY SHIELD, COLUMN (DA-0100-000753-B)",0.00,Prod. Order,EA,3203,Under Development,Item,2083,BSEN BLOCK,2.587,KG,Purchase,0.00
3204,"S99.9% DOOR, LH, XRAY SHIELD, COLUMN (DA-0100-000755-B)",0.00,Prod. Order,EA,3204,Under Development,Item,2083,BSEN BLOCK,3.352,KG,Purchase,0.00
3205,"S99.9% DOOR, RH, XRAY SHIELD, COLUMN (DA-0100-000754-B)",0.00,Prod. Order,EA,3205,Under Development,Item,2083,BSEN BLOCK,3.352,KG,Purchase,0.00
3206,S99.9% LEAD LINED PFS (DA-110-000627-B),0.00,Prod. Order,EA,3206,Under Development,Item,2083,BSEN BLOCK,4.502,KG,Purchase,0.00
3207,S99.9% LEAD LINED TURBO CHAMBER (DA-110-000633-B),0.00,Prod. Order,EA,3207,Under Development,Item,2083,BSEN BLOCK,4.888,KG,Purchase,0.00
3208,SA1072A_A NON LEAD SCREEN INCLUDING GLASS,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3209,SA1072A_B NON LEAD SCREEN INCLUDING GLASS,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3210,SA1072A_C NON LEAD SCREEN INCLUDING GLASS,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
3211,SA1072C_A NON LEAD SCREEN INCLUDING GLASS,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
