Item No.,Description,Current Unit Cost (LCY),Item Replenishment System,Base Unit of Measure,Production BOM No.,Status,Type,No.,Description1,Quantity per,BOM Unit of Measure Code,Line Item Replenishment System,BOM Unit Cost (LCY)
1271,DWG NO. 1022652-1 VERTICAL OVERLAP-A-REV B - BONDED 25MM PLYWOOD 25.0MM X 2000MM X 100MM FULL COVERA,146.90,Prod. Order,EA,1271,Under Development,Item,1322,PLYWOOD 25MM X 2000MM X 525MM,1.,EA,Purchase,29.00
1271,DWG NO. 1022652-1 VERTICAL OVERLAP-A-REV B - BONDED 25MM PLYWOOD 25.0MM X 2000MM X 100MM FULL COVERA,146.90,Prod. Order,EA,1271,Under Development,Item,1577,FLAT LEAD SHEET CHEMB 5.0MM X 2000MM X 525MM,1.,EA,Purchase,0.00
1272,DWG NO. 1022652-2 VERTICAL OVERLAP-B-REV B - BONDED 25MM PLYWOOD 25.0MM X 1000MM X 100MM FULL COVERA,151.10,Prod. Order,EA,1272,Under Development,Item,1575,FLAT LEAD SHEET CHEMB 5.0MM X 1050MM X 1000MM,1.,EA,Purchase,0.00
1272,DWG NO. 1022652-2 VERTICAL OVERLAP-B-REV B - BONDED 25MM PLYWOOD 25.0MM X 1000MM X 100MM FULL COVERA,151.10,Prod. Order,EA,1272,Under Development,Item,1574,PLYWOOD 25MM X 1050MM X 1000MM,1.,EA,Purchase,0.00
1272,DWG NO. 1022652-2 VERTICAL OVERLAP-B-REV B - BONDED 25MM PLYWOOD 25.0MM X 1000MM X 100MM FULL COVERA,151.10,Prod. Order,EA,1272,Under Development,Item,1575,FLAT LEAD SHEET CHEMB 5.0MM X 1050MM X 1000MM,1.,EA,Purchase,0.00
1273,DWG NO. 1022666 DOOR PANEL - REV B - BONDED 18MM PLYWOOD 7.0MM X 1045MM X 535MM,79.24,Prod. Order,EA,1273,Under Development,Item,1580,FLAT LEAD SHEET CHEMB 7.0MM X 1040MM X 530MM,1.,EA,Purchase,0.00
1273,DWG NO. 1022666 DOOR PANEL - REV B - BONDED 18MM PLYWOOD 7.0MM X 1045MM X 535MM,79.24,Prod. Order,EA,1273,Under Development,Item,1579,PLYWOOD 18MM X 1045MM X 535MM,1.,EA,Purchase,0.00
1273,DWG NO. 1022666 DOOR PANEL - REV B - BONDED 18MM PLYWOOD 7.0MM X 1045MM X 535MM,79.24,Prod. Order,EA,1273,Under Development,Item,1580,FLAT LEAD SHEET CHEMB 7.0MM X 1040MM X 530MM,1.,EA,Purchase,0.00
1274,DWG NO. 1022679 ROOF PANEL - BONDED 18MM PLYWOOD 7.0MM X 1000MM X 750MM,127.40,Prod. Order,EA,1274,Under Development,Item,1571,FLAT LEAD SHEET CHEMB 7.0MM X 995MM X 745MM,1.,EA,Purchase,0.00
1274,DWG NO. 1022679 ROOF PANEL - BONDED 18MM PLYWOOD 7.0MM X 1000MM X 750MM,127.40,Prod. Order,EA,1274,Under Development,Item,1570,PLYWOOD 18MM X 1000MM X 750MM,1.,EA,Purchase,0.00
1274,DWG NO. 1022679 ROOF PANEL - BONDED 18MM PLYWOOD 7.0MM X 1000MM X 750MM,127.40,Prod. Order,EA,1274,Under Development,Item,1571,FLAT LEAD SHEET CHEMB 7.0MM X 995MM X 745MM,1.,EA,Purchase,0.00
1275,DWG NO. 1022737-1 ROOF OVERLAP X - CHEM B 750MM X 100MM X 7.0MM,49.76,Prod. Order,EA,1275,Under Development,Item,1573,FLAT LEAD SHEET CHEMB 7.0MM X 750MM X 100MM,1.,EA,Purchase,0.00
1275,DWG NO. 1022737-1 ROOF OVERLAP X - CHEM B 750MM X 100MM X 7.0MM,49.76,Prod. Order,EA,1275,Under Development,Item,1573,FLAT LEAD SHEET CHEMB 7.0MM X 750MM X 100MM,1.,EA,Purchase,0.00
1276,DWG NO. 1022737-2 ROOF OVERLAP Y - CHEM B 900MM X 100MM X 7.0MM,51.72,Prod. Order,EA,1276,Under Development,Item,1568,FLAT LEAD SHEET CHEMB 7.0MM X 900MM X 100MM,1.,EA,Purchase,0.00
1276,DWG NO. 1022737-2 ROOF OVERLAP Y - CHEM B 900MM X 100MM X 7.0MM,51.72,Prod. Order,EA,1276,Under Development,Item,1568,FLAT LEAD SHEET CHEMB 7.0MM X 900MM X 100MM,1.,EA,Purchase,0.00
1277,DWG NO. 1022790 HORIZONTAL OVERLAP - CHEM B 750MM X 75MM X 7.0MM,47.33,Prod. Order,EA,1277,Under Development,Item,1578,FLAT LEAD SHEET CHEMB 7.0MM X 750MM X 75MM,1.,EA,Purchase,0.00
1277,DWG NO. 1022790 HORIZONTAL OVERLAP - CHEM B 750MM X 75MM X 7.0MM,47.33,Prod. Order,EA,1277,Under Development,Item,1578,FLAT LEAD SHEET CHEMB 7.0MM X 750MM X 75MM,1.,EA,Purchase,0.00
1278,LEAD 10%SB,1.50,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1279,LEAD 100%AG,600.34,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1280,LEAD 100%SN,22.39,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1281,LEAD 2.5%SB 0.5%AS,1.59,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1282,LEAD 3%SB,1.78,Prod. Order,KG,1282,Certified,Item,1823,ALLOY 8.5%SB,0.3529,KG,Prod. Order,0.47
1282,LEAD 3%SB,1.78,Prod. Order,KG,1282,Certified,Item,1005,LEAD CHEMB,0.6471,KG,Purchase,1.72
1283,LEAD 4%SB,1.57,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1284,LEAD 5%SB,1.85,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1285,LEAD 7.5% SB,2.04,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1286,LEAD 7% SB,1.90,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1287,LEAD 99.99% CHEMA,1.68,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1288,LEAD BOBBIN 1.0MM,1.80,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1289,LEAD BOBBIN 2.0MM,1.81,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1290,LEAD BOBBIN 2.5MM,1.85,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1291,LEAD BOBBIN 3.0MM,1.82,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1292,LEAD BOBBIN 4.0MM,1.87,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1293,LEAD BOBBIN CD4,1.79,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1294,LEAD BOBBIN CD5,1.79,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1295,LEAD CA ALLOY,1.55,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1296,LEAD CASNPB,2.10,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1297,LEAD CHEMA,1.51,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1299,LEAD CHEMB 0.7%AG,6.42,Prod. Order,KG,1299,Certified,Item,1279,LEAD 100%AG,0.00262,KG,Purchase,600.34
1299,LEAD CHEMB 0.7%AG,6.42,Prod. Order,KG,1299,Certified,Item,1005,LEAD CHEMB,0.99738,KG,Purchase,1.72
1300,LEAD DROSS,1.74,Prod. Order,KG,1300,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
1301,LEAD MILLED SCRAP,1.50,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1302,LEAD SASH,1.70,Purchase,KG,,New, ,,,0.,,Purchase,0.00
1303,LEAD SHAVINGS,1.68,Prod. Order,KG,1303,Certified,Item,1005,LEAD CHEMB,1.,KG,Purchase,1.72
1303,LEAD SHAVINGS,1.68,Prod. Order,KG,1303,Certified,Item,1296,LEAD CASNPB,1.,KG,Purchase,2.10
1304,PALLET - FULLY BOARDED 2 WAY - 1100MM X 1100MM,39.50,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1305,PALLET - FULLY BOARDED 2 WAY - 2100MM X 1100MM - 120MM MAX HEIGHT RESTRICTION ON PALLET BASE,57.09,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1306,PALLET - FULLY BOARDED 2 WAY - 2300MM X 1100MM,59.37,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1307,PALLET - FULLY BOARDED 2 WAY - 2400MM X 800MM,52.81,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1308,PLASTERBOARD 12.5MM X 2400MM X 1200MM,7.95,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1309,PLASTERBOARD 15.0MM X 2400MM X 1200MM,10.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1310,PLASTERBOARD BRITISH GYPSUM SOUNDBLOC 12.5MM X 2400MM X 1200MM,13.73,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1311,PLASTERBOARD FIREBOARD 12.5MM X 2400MM X 1200MM,10.70,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1312,PLASTERBOARD GYPROC SOUNDBLOC 12.5MM X 2400MM X 1200MM,10.29,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1313,PLASTERBOARD GYPROC SOUNDBLOC 15.0MM X 2400MM X 1200MM,17.07,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1314,PLASTERBOARD MEGADECO BOARD 15.0MM X 3000MM X 1200MM,17.99,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1315,PLYWOOD 12MM X 1000MM X 600MM,5.38,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1316,PLYWOOD 12MM X 1200MM X 600MM,5.32,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1317,PLYWOOD 12MM X 1220MM X 600MM,6.38,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1318,PLYWOOD 12MM X 1450MM X 600MM,10.50,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1319,PLYWOOD 12MM X 2000MM X 600MM,10.31,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1320,PLYWOOD 12MM X 600MM X 400MM,3.26,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1321,PLYWOOD 18MM X 1200MM X 1000MM,12.75,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1322,PLYWOOD 25MM X 2000MM X 525MM,29.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1323,PLYWOOD 25MM X 2400MM X 460MM,21.97,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1324,PLYWOOD 25MM X 2400MM X 536MM,34.27,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1325,STEEL HOOK - ANODE OUTOTEC SILVER 3530,8.85,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1326,TOP HAT WOODEN EXPORT CRATE - EL ABRA ANODE BLADES,132.67,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1327,WOODEN EXPORT CRATE - AURUBIS ANODES 5608,261.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1328,30MM DIA SASH WEIGHT X 1.0LB,0.70,Prod. Order,EA,1328,Certified,Item,1603,30MM DIA SASH WEIGHT X 1500MM,0.0439,EA,Prod. Order,18.05
1329,30MM SQ DEFLECTOR X 1.0LB,0.77,Prod. Order,EA,1329,Certified,Item,1302,LEAD SASH,0.4848,KG,Purchase,1.70
1330,32MM SQ SASH WEIGHT X 1200MM,19.43,Prod. Order,EA,1330,Certified,Item,1542,BILLET SASH ,0.1987,EA,Prod. Order,97.41
1331,32MM SQ SASH WEIGHT X 14.0LB,10.85,Prod. Order,EA,1331,Certified,Item,1542,BILLET SASH ,0.1008,EA,Prod. Order,97.41
1332,32MM SQ SASH WEIGHT X 600MM,20.27,Prod. Order,EA,1332,Certified,Item,1542,BILLET SASH ,0.0994,EA,Prod. Order,97.41
1333,32MM SQ SASH WEIGHT X 700MM,12.17,Prod. Order,EA,1333,Certified,Item,1542,BILLET SASH ,0.1163,EA,Prod. Order,97.41
1334,38MM DIA SASH WEIGHT X 0.5LB,1.01,Prod. Order,EA,1334,Certified,Item,1612,38MM DIA SASH WEIGHT X 1500MM,0.0131,EA,Prod. Order,31.98
1335,38MM DIA SASH WEIGHT X 1.0LB,0.96,Prod. Order,EA,1335,Certified,Item,1612,38MM DIA SASH WEIGHT X 1500MM,0.0257,EA,Prod. Order,31.98
1336,38MM DIA SASH WEIGHT X 1200MM,0.46,Prod. Order,EA,1336,Certified,Item,1542,BILLET SASH ,0.2225,EA,Prod. Order,97.41
1337,38MM DIA SASH WEIGHT X 2.0LB,0.00,Prod. Order,EA,1337,Certified,Item,1612,38MM DIA SASH WEIGHT X 1500MM,0.0519,EA,Prod. Order,31.98
1338,38MM DIA SASH WEIGHT X 600MM,10.85,Prod. Order,EA,1338,Certified,Item,1542,BILLET SASH ,0.1113,EA,Prod. Order,97.41
1338,38MM DIA SASH WEIGHT X 600MM,10.85,Prod. Order,EA,1338,Certified,Item,1302,LEAD SASH,7.01,KG,Purchase,1.70
1339,38MM SQ SASH WEIGHT X 12.0LB,8.42,Prod. Order,EA,1339,Certified,Item,1542,BILLET SASH ,0.0865,EA,Prod. Order,97.41
1340,38MM SQ SASH WEIGHT X 1200MM,28.22,Prod. Order,EA,1340,Certified,Item,1302,LEAD SASH,18.24,KG,Purchase,1.70
1341,38MM SQ SASH WEIGHT X 2.0LB,3.38,Prod. Order,EA,1341,Certified,Item,1188,38MM SQ SASH WEIGHT X 1500MM,0.0399,EA,Prod. Order,38.71
1342,38MM SQ SASH WEIGHT X 20.0LB,14.04,Prod. Order,EA,1342,Certified,Item,1542,BILLET SASH ,0.144,EA,Prod. Order,97.41
1343,38MM SQ SASH WEIGHT X 21.0LB,14.74,Prod. Order,EA,1343,Certified,Item,1542,BILLET SASH ,0.1513,EA,Prod. Order,97.41
1344,38MM SQ SASH WEIGHT X 22.0LB,16.40,Prod. Order,EA,1344,Certified,Item,1542,BILLET SASH ,0.1584,EA,Prod. Order,97.41
1345,38MM SQ SASH WEIGHT X 500MM,25.34,Prod. Order,EA,1345,Certified,Item,1542,BILLET SASH ,0.1205,EA,Prod. Order,97.41
1346,38MM SQ SASH WEIGHT X 600MM,14.09,Prod. Order,EA,1346,Certified,Item,1302,LEAD SASH,9.11,KG,Purchase,1.70
1347,40301832 LEAD CAPS,0.00,Prod. Order,EA,1347,Certified,Item,2083,BSEN BLOCK,0.04,KG,Purchase,0.00
1348,40MM DIA SASH WEIGHT X 2.0LB,1.37,Prod. Order,EA,1348,Certified,Item,1632,40MM DIA SASH WEIGHT X 1500MM,0.0464,EA,Prod. Order,29.35
1349,40MM DIA SASH WEIGHT X 5.0LB,3.54,Prod. Order,EA,1349,Certified,Item,1632,40MM DIA SASH WEIGHT X 1500MM,0.1158,EA,Prod. Order,29.35
1350,40MM SQ SASH WEIGHT X 700MM,24.29,Prod. Order,EA,1350,Certified,Item,1542,LEAD SASH,11.88,EA,Prod. Order,97.41
1351,45MM DIA SASH WEIGHT X 44.0LB,8.45,Prod. Order,EA,1351,Certified,Item,1542,BILLET SASH ,0.3168,EA,Prod. Order,97.41
1352,45MM DIA SASH WEIGHT X 600MM,12.74,Prod. Order,EA,1352,Certified,Item,1542,BILLET SASH ,0.1605,EA,Prod. Order,97.41
1353,45MM SQ SASH WEIGHT X 1200MM,40.14,Prod. Order,EA,1353,Certified,Item,1302,LEAD SASH,26.14,KG,Purchase,1.70
1354,45MM SQ SASH WEIGHT X 20.0LB,11.96,Prod. Order,EA,1354,Certified,Item,1302,LEAD SASH,9.07,KG,Purchase,1.70
1355,45MM SQ SASH WEIGHT X 600MM,25.74,Prod. Order,EA,1355,Certified,Item,1302,LEAD SASH,13.07,KG,Purchase,1.70
1356,45MM SQ SASH WEIGHT X 700MM,20.11,Prod. Order,EA,1356,Certified,Item,1302,LEAD SASH,15.25,KG,Purchase,1.70
1357,45MM X 35MM REC SASH WEIGHT X 1200MM,30.95,Prod. Order,EA,1357,Certified,Item,1302,LEAD SASH,20.02,KG,Purchase,1.70
1358,50MM DIA DEFLECTOR X 1.0LB,0.80,Prod. Order,EA,1358,Certified,Item,1302,LEAD SASH,0.4848,KG,Purchase,1.70
1359,50MM DIA SASH WEIGHT X 1200MM,29.32,Prod. Order,EA,1359,Certified,Item,1302,LEAD SASH,25.31,KG,Purchase,1.70
1360,50MM DIA SASH WEIGHT X 600MM,42.56,Prod. Order,EA,1360,Certified,Item,1542,BILLET SASH ,0.2008,EA,Prod. Order,97.41
1361,50MM SQ SASH WEIGHT X 1200MM,43.08,Prod. Order,EA,1361,Certified,Item,1302,LEAD SASH,32.67,KG,Purchase,1.70
1362,50MM SQ SASH WEIGHT X 38.0LB,26.70,Prod. Order,EA,1362,Certified,Item,1302,LEAD SASH,17.24,KG,Purchase,1.70
1363,50MM SQ SASH WEIGHT X 600MM,0.00,Prod. Order,EA,1363,Certified,Item,1302,LEAD SASH,16.3,KG,Purchase,1.70
1364,50MM SQ SASH WEIGHT X 700MM,25.10,Prod. Order,EA,1364,Certified,Item,1302,LEAD SASH,19.03,KG,Purchase,1.70
1365,50MM X 25MM REC SASH WEIGHT X 1200MM,24.12,Prod. Order,EA,1365,Certified,Item,1302,LEAD SASH,15.6,KG,Purchase,1.70
1366,ANODE KENNECOTT DRG. 5588,267.60,Prod. Order,EA,1366,Certified,Item,3345,BLADE KENNECOTT,1.,EA,Prod. Order,162.85
1366,ANODE KENNECOTT DRG. 5588,267.60,Prod. Order,EA,1366,Certified,Item,1193,ALLOY 5.5%SB,8.92,KG,Prod. Order,1.97
1366,ANODE KENNECOTT DRG. 5588,267.60,Prod. Order,EA,1366,Certified,Item,1256,CU 38X19X1355 KENNECOTT,1.,EA,Purchase,87.18
1367,BONDED 12MM PLYWOOD CODE 3 (1.32MM) 1700MM X 600MM,37.34,Prod. Order,EA,1367,Certified,Item,2139,BSEN SHEET CODE 3 (1.32MM) 1690MM X 590MM,1.,EA,Purchase,27.27
1367,BONDED 12MM PLYWOOD CODE 3 (1.32MM) 1700MM X 600MM,37.34,Prod. Order,EA,1367,Certified,Item,1319,PLYWOOD 12MM X 2000MM X 600MM,0.85,EA,Purchase,10.31
1368,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 1000MM X 600MM,31.96,Prod. Order,EA,1368,Certified,Item,2265,BSEN SHEET CODE 5 (2.24MM) 990MM X 590MM,1.,EA,Purchase,0.00
1368,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 1000MM X 600MM,31.96,Prod. Order,EA,1368,Certified,Item,1315,PLYWOOD 12MM X 1000MM X 600MM,1.,EA,Purchase,5.38
1369,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2400MM X 600MM,79.19,Prod. Order,EA,1369,Certified,Item,1015,BSEN SHEET CODE 5 (2.24MM) 2390MM X 590MM,1.,EA,Purchase,68.55
1369,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2400MM X 600MM,79.19,Prod. Order,EA,1369,Certified,Item,1566,PLYWOOD 12MM X 2400MM X 600MM,1.,EA,Purchase,10.75
1370,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 600MM X 600MM,22.00,Prod. Order,EA,1370,Certified,Item,2259,BSEN SHEET CODE 5 (2.24MM) 590MM X 590MM,1.,EA,Purchase,0.00
1370,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 600MM X 600MM,22.00,Prod. Order,EA,1370,Certified,Item,3138,PLYWOOD 12MM X 600MM X 600MM,1.,EA,Purchase,0.00
1371,BONDED 15MM PLASTERBOARD BG CODE 6 (2.65MM) 2400MM X 600MM,86.04,Prod. Order,EA,1371,Certified,Item,1239,BSEN SHEET CODE 6 (2.65MM) 2390MM X 590MM,1.,EA,Purchase,79.87
1371,BONDED 15MM PLASTERBOARD BG CODE 6 (2.65MM) 2400MM X 600MM,86.04,Prod. Order,EA,1371,Certified,Item,1591,PLASTERBOARD BRITISH GYPSUM 15MM X 2400MM X 1200MM,0.5,EA,Purchase,11.00
1372,BONDED 15.0MM PLASTERBOARD BG SOUNDBLOC CODE 5 (2.24MM) 2400MM X 600MM,70.37,Prod. Order,EA,1372,Certified,Item,1015,BSEN SHEET CODE 5 (2.24MM) 2390MM X 590MM,1.,EA,Purchase,68.55
1373,BONDED 15MM PLASTERBOARD BG SOUNDBLOC CODE 6 (2.24MM) 2400MM X 600MM,86.04,Prod. Order,EA,1373,Certified,Item,1239,BSEN SHEET CODE 6 (2.65MM) 2390MM X 590MM,1.,EA,Purchase,79.87
1373,BONDED 15MM PLASTERBOARD BG SOUNDBLOC CODE 6 (2.24MM) 2400MM X 600MM,86.04,Prod. Order,EA,1373,Certified,Item,1591,PLASTERBOARD BRITISH GYPSUM 15MM X 2400MM X 1200MM,0.5,EA,Purchase,11.00
1374,BSEN SHEET CODE 5 (2.24MM) 3000MM X 150MM,19.59,Purchase,EA,1374,Certified,Item,2083,BSEN BLOCK,11.,KG,Purchase,0.00
1375,BSEN SHEET CODE 5 (2.24MM) 3000MM X 60MM,8.72,Prod. Order,EA,1375,Certified,Item,1294,LEAD BOBBIN CD5,5.,KG,Purchase,1.79
1376,BSEN SHEET CODE 5 (2.24MM) 3500MM X 60MM,9.30,Purchase,EA,1376,Certified,Item,1005,LEAD CHEMB,5.33,KG,Purchase,1.72
1377,SOLID SWIVEL CASTING TOOL,835.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1378,CENTRONIC DRG. 3313 341 4840 - OUTER SLEEVE 13.55MM OD X 10.6MM ID 6.90MM LONG 99.9% LEAD ALLOY,0.00,Prod. Order,EA,1378,Certified,Item,3310,ROUND BAR 17MM DIA X 500MM LONG CHEMB,71.,EA,Prod. Order,2.45
1379,CENTRONIC DRG. 3313 341 4940 - OUTER SLEEVE 13.55MM OD X 10.6MM ID 7.85MM LONG 99.9% LEAD ALLOY,0.00,Prod. Order,EA,1379,Certified,Item,3310,ROUND BAR 17MM OD X 500MM LONG CHEMB,77.,EA,Prod. Order,2.45
1380,CENTRONIC DRG. 3313 342 0300 - OUTER SLEEVE 13.55MM OD X 10.6MM ID 6.33MM LONG 99.9% LEAD ALLOY,2.50,Prod. Order,EA,1380,Certified,Item,3310,ROUND BAR 17MM OD X 500MM LONG CHEMB,62.,EA,Prod. Order,2.45
1381,CHEVRON 25MM X 50MM X 800MM 1.0%SB KGS,1.69,Prod. Order,KG,1381,Certified,Item,1190,ALLOY 1%SB,1.,KG,Prod. Order,1.69
1382,"CHEVRON BASE BLOCKS, STANDARD BLOCK, TOP BLOCK & MACHINED BLOCK","3,040.66",Prod. Order,EA,1382,Certified,Item,1866,BILLET CHEMB,28.2121,EA,Prod. Order,104.91
1383,CHEVRON EXTRA MACHINED BLOCKS PART NO. 10616 REV A,0.00,Prod. Order,EA,1383,Certified,Item,1866,BILLET CHEMB,0.847,EA,Prod. Order,104.91
1384,CU 38X19X4650 STOCK,0.00,Purchase,EA,,New, ,,,0.,,Purchase,0.00
1385,EXTRUSION COPPER TAPE 25MMX3MMX25M COATED IN CHEMB 2MM,77.30,Prod. Order,EA,1385,Certified,Item,1005,LEAD CHEMB,36.25,KG,Purchase,1.72
1386,FLS BSEN 2.0MM X 1950MM X 950MM,76.00,Prod. Order,EA,1386,Certified,Item,1289,LEAD BOBBIN 2.0MM,42.01,KG,Purchase,1.81
1387,FLS BSEN 2.0MM X 950MM X 450MM,17.55,Prod. Order,EA,1387,Certified,Item,1289,LEAD BOBBIN 2.0MM,9.7,KG,Purchase,1.81
1388,FLS BSEN 2.5MM X 1050MM X 790MM,43.75,Prod. Order,EA,1388,Certified,Item,2713,FLAT LEAD SHEET BSEN 2.5MM,23.52,KG,Prod. Order,1.85
1389,FLS BSEN 2.5MM X 1680MM X 780MM,68.87,Prod. Order,EA,1389,Certified,Item,2713,FLAT LEAD SHEET BSEN 2.5MM,37.15,KG,Prod. Order,1.85
1390,FLS BSEN 2.5MM X 1950MM X 950MM,97.51,Prod. Order,EA,1390,Certified,Item,2713,FLAT LEAD SHEET BSEN 2.5MM,52.52,KG,Prod. Order,1.85
1391,FLS BSEN 3.0MM X 1950MM X 950MM,114.66,Prod. Order,EA,1391,Certified,Item,2719,FLAT LEAD SHEET BSEN 3.0MM,63.02,KG,Prod. Order,1.82
1392,FLS BSEN 3.15MM (CD7) & 3.55MM (CD8) CUT & MOULDED TO PART NO 10616Ï¿½,178.08,Prod. Order,EA,1392,Certified,Item,1005,LEAD CHEMB,106.95,KG,Purchase,1.72
1393,FLS BSEN 4.0MM X 1950MM X 950MM,157.27,Prod. Order,EA,1393,Certified,Item,1292,LEAD BOBBIN 4.0MM,84.03,KG,Purchase,1.87
1394,DEL FLS CHEMB 1.32MM (CD3) X 242MM X 166MM,1.11,Prod. Order,EA,1394,Certified,Item,2828,FLAT LEAD SHEET CHEMB 1.32MM(CD3),0.63,KG,Prod. Order,1.73
1395,DEL FLS CHEMB 1.5MM X 600MM X 180MM,3.25,Prod. Order,EA,1395,Certified,Item,2829,FLAT LEAD SHEET CHEMB 1.5MM,1.91,KG,Prod. Order,1.73
1396,DEL FLS CHEMB 1.6MM X 340MM X 340MM,5.94,Prod. Order,EA,1396,Certified,Item,2831,FLAT LEAD SHEET CHEMB 1.6MM,2.18,KG,Prod. Order,0.00
1397,FLS CHEMB 10.0MM X 1000MM X 1000MM,116.07,Prod. Order,EA,1397,Certified,Item,2834,FLAT LEAD SHEET CHEMB 10.0MM,113.4,KG,Prod. Order,1.19
1398,FLS CHEMB 15.0MM X 1000MM X 1000MM,296.49,Prod. Order,EA,1398,Certified,Item,2857,FLAT LEAD SHEET CHEMB 15.0MM,170.1,KG,Prod. Order,1.74
1399,DEL FLS CHEMB 2MM X 1000MM X 100MM,3.96,Prod. Order,EA,1399,Certified,Item,2863,FLAT LEAD SHEET CHEMB 2.0MM,2.36,KG,Prod. Order,1.67
1400,DEL FLS CHEMB 2MM X 280MM X 160MM,1.78,Prod. Order,EA,1400,Certified,Item,2863,FLAT LEAD SHEET CHEMB 2.0MM,1.06,KG,Prod. Order,1.67
1401,DEL FLS CHEMB 2MM X 475MM X 80MM,1.51,Prod. Order,EA,1401,Certified,Item,2863,FLAT LEAD SHEET CHEMB 2MM,0.9,KG,Prod. Order,1.67
1402,DEL FLS CHEMB 2.2MM X 135MM X 135MM,0.82,Prod. Order,EA,1402,Certified,Item,2864,FLAT LEAD SHEET CHEMB 2.2MM,0.47,KG,Prod. Order,1.74
1403,DEL FLS CHEMB 2.2MM X 185MM X 103MM,0.79,Prod. Order,EA,1403,Certified,Item,2864,FLAT LEAD SHEET CHEMB 2.2MM,0.49,KG,Prod. Order,1.74
1404,DEL FLS CHEMB 2.2MM X 80MM X 80MM,0.30,Prod. Order,EA,1404,Certified,Item,2864,FLAT LEAD SHEET CHEMB 2.2MM,0.17,KG,Prod. Order,1.74
1405,DEL FLS CHEMB 2.45MM X 230MM X 230MM,2.59,Prod. Order,EA,1405,Certified,Item,2866,FLAT LEAD SHEET CHEMB 2.45MM,1.53,KG,Prod. Order,1.67
1406,DEL FLS CHEMB 2.6MM X 1000MM X 100MM,5.16,Prod. Order,EA,1406,Certified,Item,2867,FLAT LEAD SHEET CHEMB 2.6MM,3.07,KG,Prod. Order,1.73
1407,DEL FLS CHEMB 2.8MM X 370MM X 370MM,9.84,Prod. Order,EA,1407,Certified,Item,2873,FLAT LEAD SHEET CHEMB 2.8MM,4.52,KG,Prod. Order,0.00
1408,FLS CHEMB 20.0MM X 1000MM X 1000MM,395.39,Prod. Order,EA,1408,Certified,Item,2874,FLAT LEAD SHEET CHEMB 20MM,226.8,KG,Prod. Order,1.74
1409,FLS CHEMB 25.0MM X 1000MM X 1000MM,494.24,Prod. Order,EA,1409,Certified,Item,2877,FLAT LEAD SHEET CHEMB 25.0MM,283.5,KG,Prod. Order,1.74
